0.268615124,0.102667214
0.032378932,0.366907807
0.442345263,0.217968659
0.212101767,0.363615587
0.48503688,0.139209835
0.108317024,0.458890877
0.069560993,0.357533583
0.135277304,0.327991208
0.348239085,0.305833226
0.192999014,0.082223792
0.084468301,0.026469976
0.259158447,0.057746517
0.33053251,0.00836497
0.020388021,0.247683397
0.442265252,0.449598307
0.368368593,0.162874654
0.481091712,0.317846539
0.101459736,0.210408614
0.083939346,0.260953191
0.098619225,0.382696211
0.304946276,0.070382129
0.03068624,0.176413817
0.328395485,0.015712944
0.242306199,0.443247358
0.285197897,0.441533315
0.298637644,0.26152529
0.160883384,0.134020322
0.476525387,0.297227702
0.198578209,0.093078569
0.243805808,0.230958568
0.916796714,0.15566462
0.805044919,0.015033284
0.87125537,0.325108029
0.747702248,0.491778933
0.663820968,0.455631499
0.874671543,0.037446673
0.904612424,0.306636707
0.959586938,0.351475685
0.844162811,0.112715456
0.933682724,0.253016132
0.685456122,0.209103969
0.500280327,0.391369274
0.97733228,0.436214593
0.674943373,0.404108127
0.675303335,0.224511574
0.632829225,0.23098078
0.533311408,0.056134997
0.6266995,0.267429263
0.886820768,0.185740502
0.541084767,0.312373172
0.720024064,0.268431958
0.880330783,0.278149711
0.803733738,0.191756455
0.974337033,0.035134273
0.691013204,0.146904892
0.730840073,0.297584733
0.55574358,0.138828793
0.748882396,0.173847795
0.984864483,0.474502593
0.532554828,0.384626459
0.522410627,0.524067958
0.771171029,0.891003558
0.582045862,0.523929237
0.804917787,0.856626926
0.517866454,0.517200565
0.837696726,0.889684256
0.740841093,0.741315398
0.908072929,0.629139998
0.674276642,0.654636482
0.794819181,0.873202114
0.912826944,0.828892828
0.631811911,0.638374167
0.908731155,0.888246297
0.979627991,0.72879593
0.817616175,0.503769101
0.752886002,0.504103715
0.893855834,0.786403163
0.759442978,0.899106523
0.793630293,0.833729844
0.523938847,0.745833013
0.916845536,0.806928445
0.978573996,0.561903185
0.769203225,0.556784586
0.816526422,0.629492524
0.814532306,0.629011968
0.948114264,0.669908581
0.609083888,0.660952354
0.66858754,0.743658088
0.577082083,0.67604398
0.821596036,0.60314374
0.470378522,0.634487333
0.120003166,0.737311264
0.093601787,0.732672253
0.180495616,0.754781677
0.096638755,0.786302038
0.386205133,0.648761313
0.304248363,0.910207177
0.013122301,0.747209181
0.476102947,0.622050073
0.293246735,0.676579084
0.083950545,0.546489073
0.268757593,0.963281346
0.307249505,0.778588258
0.084062278,0.780804272
0.07648136,0.686995354
0.198022578,0.700420937
0.120185811,0.722714363
0.366430664,0.920282516
0.423970328,0.785797201
0.169129347,0.910236741
0.031282703,0.526607581
0.408701102,0.559947903
0.231077538,0.793693725
0.240874954,0.559413717
0.229268226,0.790625287
0.13377137,0.987664771
0.119642886,0.915510555
0.417765733,0.933852089
0.031341858,0.695418222
0.30928317,0.767434364
